UNIX time;Local time;spectralChannel1;spectralChannel2;spectralChannel3;spectralChannel4;spectralChannel5;spectralChannel6;spectralChannel7;spectralChannel8;spectralChannel9;spectralChannel10;spectralChannel11;spectralChannel12;spectralChannel13
1752919908;2025-07-19T13:11:48.000;21.725457260171705;40.519589552238806;78.13251436046181;72.510940393717;96.41189065378678;127.94017686514032;34.940315475344605;109.33303024502297;91.93054136874362;95.4210492845787;53.62017892644135;108.1401645474944;179.93935301507537
1752919909;2025-07-19T13:11:49.000;21.725457260171705;40.519589552238806;78.13251436046181;72.510940393717;96.41189065378678;127.94017686514032;34.940315475344605;109.33303024502297;91.93054136874362;95.4210492845787;53.62017892644135;108.1401645474944;179.93935301507537
1752919910;2025-07-19T13:11:50.000;21.75438596491228;40.54850746268657;78.13251436046181;72.57260443103094;96.50550216601106;127.97195263611496;35.001989484155175;109.43874425727412;92.07992849846784;95.73850556438792;53.8705268389662;108.62632759910247;180.23393530150753
1752919911;2025-07-19T13:11:51.000;21.842105263157894;40.66511194029851;78.25336973212762;72.75958570546678;96.78534083553254;128.34432495222393;35.12633224385391;109.75476167687596;92.4984039836568;96.31135135135136;54.191749502982105;109.32543006731488;180.95225607202678
1752919912;2025-07-19T13:11:52.000;21.842105263157894;40.66511194029851;78.25336973212762;72.75958570546678;96.78534083553254;128.34432495222393;35.12633224385391;109.75476167687596;92.4984039836568;96.31135135135136;54.191749502982105;109.32543006731488;180.95225607202678
1752919913;2025-07-19T13:11:53.000;21.92982456140351;40.8115671641791;78.52505260763238;73.10172165443446;97.25240252950258;128.93316970809755;35.3441807588461;110.31707025267994;93.09691011235955;97.0429252782194;54.6558648111332;110.14607329842933;182.01204459798996
1752919914;2025-07-19T13:11:54.000;22.0464725643897;41.04477611940298;78.9485298299494;73.56718567803004;97.9365632624608;129.80203844568516;35.623703282648854;111.16053311638592;93.90513278855975;98.09195548489667;55.29945328031809;111.2399401645475;183.48672529313234
1752919915;2025-07-19T13:11:55.000;22.0464725643897;41.04477611940298;78.9485298299494;73.56718567803004;97.9365632624608;129.80203844568516;35.623703282648854;111.16053311638592;93.90513278855975;98.09195548489667;55.29945328031809;111.2399401645475;183.48672529313234
1752919916;2025-07-19T13:11:56.000;22.220977976857036;41.394589552238806;79.6127509526247;74.2822895946224;98.96429816262511;131.13662082661972;36.05940031263322;112.35600114854518;95.10214504596527;99.45945945945945;56.08479125248509;112.91136873597607;185.62487960636517
1752919917;2025-07-19T13:11:57.000;22.396416573348265;41.74440298507463;80.33788318261958;75.02822552987173;100.08464870786237;132.68866864016186;36.49410260054;113.76177258805514;96.35948672114402;100.89004769475358;56.90670974155069;114.49139865370232;187.89130548576216
1752919918;2025-07-19T13:11:58.000;22.396416573348265;41.74440298507463;80.33788318261958;75.02822552987173;100.08464870786237;132.68866864016186;36.49410260054;113.76177258805514;96.35948672114402;100.89004769475358;56.90670974155069;114.49139865370232;187.89130548576216
1752919919;2025-07-19T13:11:59.000;22.629712579320643;42.18097014925373;81.24478189159984;75.92931613965293;101.39122641039685;134.45718889346873;37.022310643740234;115.37784743491578;97.9156026557712;102.73373608903022;57.94239562624254;116.19296933433058;190.6469325795645
1752919920;2025-07-19T13:12:00.000;22.775289287047404;42.58955223880597;82.15071375760678;76.7379106934632;102.5743165861674;136.41239180125154;37.364501918431145;117.17048717457887;99.32137385086824;103.8468680445151;58.65685884691849;118.41084517576665;193.06109191792297
1752919921;2025-07-19T13:12:01.000;;;;;;136.41239180125154;37.364501918431145;117.17048717457887;99.32137385086824;103.8468680445151;58.65685884691849;118.41084517576665;193.06109191792297
1752919922;2025-07-19T13:12:02.000;22.775289287047404;42.58955223880597;82.15071375760678;76.7379106934632;102.5743165861674;137.12536066249484;37.51968168253517;117.80364663093415;99.59141981613892;104.32406995230525;59.12097415506959;119.50471204188483;193.92714614740368
1752919923;2025-07-19T13:12:03.000;22.833146696528555;42.70615671641791;82.4833077404311;76.95572398655601;102.88502713737986;137.93266384381909;37.76836720193265;118.54139548238898;100.3986848825332;105.3100158982512;59.942892644135185;121.05459985041136;195.40182684254606
1752919924;2025-07-19T13:12:04.000;22.949794699514744;42.91044776119403;82.9067849627481;77.4211880101516;103.57018373748942;137.93266384381909;37.76836720193265;118.54139548238898;100.3986848825332;105.3100158982512;59.942892644135185;121.05459985041136;195.40182684254606
1752919925;2025-07-19T13:12:05.000;22.949794699514744;42.91044776119403;82.9067849627481;77.4211880101516;103.57018373748942;138.89487390864466;38.32840699161574;119.45458460949465;101.56601123595506;107.63090620031797;61.371819085487076;123.02939416604339;197.8248324958124
1752919926;2025-07-19T13:12:06.000;23.18309070548712;43.230410447761194;83.3292953420918;78.04280128952604;104.50331125827815;142.74272117510398;40.50390791530482;123.07472722052067;106.92288049029622;115.8664546899841;66.12271371769384;127.95130890052354;206.8737280150754
1752919927;2025-07-19T13:12:07.000;23.941769316909294;44.51305970149254;85.0512426775863;80.77789971877358;108.54951949409948;142.74272117510398;40.50390791530482;123.07472722052067;106.92288049029622;115.8664546899841;66.12271371769384;127.95130890052354;206.8737280150754
1752919928;2025-07-19T13:12:08.000;23.941769316909294;44.51305970149254;85.0512426775863;80.77789971877358;108.54951949409948;151.9279049724585;41.90351001847378;131.75564701378255;114.25434116445352;121.65290937996821;70.12370775347912;140.6216903515333;218.71540515075378
1752919929;2025-07-19T13:12:09.000;24.4662187383352;46.26212686567165;89.13035318205084;84.47674737636326;114.05766070806155;152.7034323828081;40.37956515560609;132.59910987748853;111.14210929519918;116.02518282988872;67.373310139165;144.72393418100222;214.8354114321608
1752919930;2025-07-19T13:12:10.000;23.882978723404257;45.4169776119403;89.31211966103623;82.82972083133275;111.50525319922323;152.7034323828081;40.37956515560609;132.59910987748853;111.14210929519918;116.02518282988872;67.373310139165;144.72393418100222;214.8354114321608
1752919931;2025-07-19T13:12:11.000;23.882978723404257;45.4169776119403;89.31211966103623;82.82972083133275;111.50525319922323;147.3968786300446;39.9448628676993;127.53833269525269;108.17926455566905;114.18047694753578;65.7660536779324;137.91765145848913;209.49135259631493
1752919932;2025-07-19T13:12:12.000;23.79619260918253;44.776119402985074;87.0458397315589;81.39951299814803;109.35816362097296;146.55879267058867;39.10530055421344;126.7645960949464;107.01289581205312;111.19211446740859;64.01590457256461;135.45669409124906;206.6437238274707
1752919933;2025-07-19T13:12:13.000;23.446248600223964;44.42630597014925;86.65330148438834;80.68540366280266;108.36229646965094;146.55879267058867;39.10530055421344;126.7645960949464;107.01289581205312;111.19211446740859;64.01590457256461;135.45669409124906;206.6437238274707
1752919934;2025-07-19T13:12:14.000;23.446248600223964;44.42630597014925;86.65330148438834;80.68540366280266;108.36229646965094;142.02875932101773;38.11055847662356;122.54728177641654;102.97274004085803;107.50372019077902;61.80049701789264;130.23044128646225;200.1929909966499
1752919935;2025-07-19T13:12:15.000;23.066442702500932;43.37686567164179;84.50787692657681;78.47842787571165;105.1257282278544;139.4837186645183;38.11055847662356;120.19345807810107;101.95480081716038;107.47217806041336;61.47927435387674;126.58421839940166;198.18487751256282
1752919936;2025-07-19T13:12:16.000;23.066442702500932;43.08488805970149;83.3292953420918;77.88764661499417;104.31708410098094;139.4837186645183;38.11055847662356;120.19345807810107;101.95480081716038;107.47217806041336;61.47927435387674;126.58421839940166;198.18487751256282
1752919937;2025-07-19T13:12:17.000;23.066442702500932;43.08488805970149;83.3292953420918;77.88764661499417;104.31708410098094;140.26023906771087;38.11055847662356;120.9312069295559;102.67300817160368;107.53526232114467;61.407256461232606;126.76701570680628;198.87577470686767
1752919938;2025-07-19T13:12:18.000;23.066442702500932;43.230410447761194;83.66188932491612;78.1989505453049;104.78314992779964;140.26023906771087;38.11055847662356;120.9312069295559;102.67300817160368;107.53526232114467;61.407256461232606;126.76701570680628;198.87577470686767
1752919939;2025-07-19T13:12:19.000;23.066442702500932;43.230410447761194;83.66188932491612;78.1989505453049;104.78314992779964;139.08056357027766;37.302827909620575;119.80658977794793;100.7281026557712;104.67408585055644;59.69254473161034;125.33866866118176;195.65925460636515
1752919940;2025-07-19T13:12:20.000;22.74636058230683;42.70615671641791;83.08758459876016;77.11087866108787;103.22760543743465;136.04001948514258;36.74278811993747;116.99504689892802;98.45377936670072;102.54346581875994;58.22818091451292;121.1761406133134;191.6324120603015
1752919941;2025-07-19T13:12:21.000;22.541993281075026;42.094216417910445;81.66729227094353;75.83682008368201;101.39122641039685;136.04001948514258;36.74278811993747;116.99504689892802;98.45377936670072;102.54346581875994;58.22818091451292;121.1761406133134;191.6324120603015
1752919942;2025-07-19T13:12:22.000;22.541993281075026;42.094216417910445;81.66729227094353;75.83682008368201;101.39122641039685;134.55053022070672;36.524939604945295;115.58927545941808;97.55649897854954;101.78034976152624;57.62117296222664;118.59267015706807;189.7985709798995
1752919943;2025-07-19T13:12:23.000;22.454273982829417;41.831156716417915;80.94216004094865;75.30770286027848;100.64432604690533;133.9914752501218;36.64928236464403;115.06183001531393;97.52585546475996;102.32063593004769;57.799502982107356;117.68160059835454;189.68799204355108
1752919944;2025-07-19T13:12:24.000;22.48320268756999;41.77332089552239;80.64050503327078;75.18338020440359;100.55071453468108;133.9914752501218;36.64928236464403;115.06183001531393;97.52585546475996;102.32063593004769;57.799502982107356;117.68160059835454;189.68799204355108
